token_len,entity_count,bridge_flag,label,question,id
32,2,0,B,Brooks Robinson and Carl Yastrzemski hold the major league baseball record for playing the greatest number of seasons with the same team. How many years did they play-- and with what teams?,single_trivia_train_125
7,0,0,B,How long is the average pool cue?,single_trivia_train_126
27,2,0,B,"Under the rules outlined in the charter of the International Olympic Committee, how much pure gold must there be in each gold medal awarded to first-place winners?",single_trivia_train_127
14,1,0,B,What professional ice hockey star didn't hang up his skates until he was 52?,single_trivia_train_128
22,2,1,B,Who was the first athlete to hit a major league home run and make a professional football touchdown in the same week?,single_trivia_train_129
12,2,1,B,Who was the famous great-great-grandfather of San Francisco 49er quarterback Steve Young?,single_trivia_train_130
14,2,1,B,Who was the first professional athlete to win championship rings in two major sports?,single_trivia_train_131
13,1,0,B,How long and wide is the balance beam used in Olympic gymnastic competition?,single_trivia_train_132
17,4,0,B,How much did a one-minute TV spot cost advertisers on the first Super Bowl broadcast in 1967?,single_trivia_train_133
16,2,0,B,How many of the four Grand Slam trophies in tennis are gold; how many are silver?,single_trivia_train_134
7,0,0,B,How did pound cake get its name?,single_trivia_train_135
12,1,0,B,"""What breakfast food gets its name from the German word for """"stirrup""""?""",single_trivia_train_136
13,1,0,B,What animal is the source of the milk used in making Roquefort cheese?,single_trivia_train_137
16,2,0,B,How did the manufacturers of Old Grand-Dad bourbon get away with producing their whisky during Prohibition?,single_trivia_train_138
27,1,0,B,What popular drink did a Dutch medical professor produce in his laboratory while trying to come up with a blood cleanser that could be sold in drugstores?,single_trivia_train_139
7,0,0,B,"In wine making, what is the must?",single_trivia_train_140
11,2,0,B,What elaborate confection was inspired by St. Bride's Church in London?,single_trivia_train_141
15,1,0,B,On what vegetable did an ancient Egyptian place his right hand when taking an oath?,single_trivia_train_142
28,4,1,B,How was the dish we know as chicken a la king first listed when it was added to the menu at New York's Delmonico's restaurant in the 1880's?,single_trivia_train_143
17,2,0,B,What American city produces most of the egg rolls sold in grocery stores in the United States?,single_trivia_train_144
8,0,0,B,What drink is named for the wormwood plant?,single_trivia_train_145
19,3,0,B,Italy leads the world in pasta consumption with 61.7 pounds eaten per person per year. What country is second?,single_trivia_train_146
15,3,1,B,"When Birdseye introduced the first frozen food in 1930, what did the company call it/",single_trivia_train_147
12,1,0,B,What two spices are derived from the fruit of the nutmeg tree?,single_trivia_train_148
5,2,1,B,Who was Zambia's first president?,single_trivia_train_149
11,3,0,B,Which 100-mile long waterway links the Mediterranean and the Red Sea?,single_trivia_train_150
7,1,0,B,In which country is the Aswan Dam?,single_trivia_train_151
7,2,1,B,Where did Idi Amin rule from 1971-1979?,single_trivia_train_152
8,0,0,B,Which country has the rand as its currency?,single_trivia_train_153
11,1,0,B,What is the former name of the People's Republic of Venin?,single_trivia_train_154
7,2,0,B,In which country are Tangier and Casablanca?,single_trivia_train_155
10,2,1,B,Who was the Egyptian president who was assassinated in 1981?,single_trivia_train_156
8,1,0,B,Which country unilaterally declared independence in November 1965?,single_trivia_train_157
8,2,0,B,Which country was called Upper Volta until 1984?,single_trivia_train_158
19,4,1,B,Who was the Egyptian king whose tomb an treasures were discovered in the Valley of the Kings in 1922?,single_trivia_train_159
10,1,0,B,Name the East African country which lies on the equator.,single_trivia_train_160
11,2,0,B,What are the two main arms of the River Nile called?,single_trivia_train_161
12,2,0,B,In which country did King Hassan II ascend the throne in 1961?,single_trivia_train_162
9,3,0,B,Which British general was killed at Khartoum in 1885?,single_trivia_train_163
10,2,0,B,On the border of which two countries is Victoria Falls?,single_trivia_train_164
17,2,0,B,What is the name of the volcanic valley that runs from the Sinai peninsula to central Mozambique?,single_trivia_train_165
13,2,0,B,Which actor won an Academy Award for his performance in The African Queen?,single_trivia_train_166
11,2,0,B,"Who wrote the novel Cry, the Beloved Country about South Africa?",single_trivia_train_167
10,3,0,B,From which European country did Angola achieve independence in 1975?,single_trivia_train_168
9,1,0,B,Which country mainly makes up the Horn of Africa?,single_trivia_train_169
7,1,0,B,What is the capital of Sierra Leone?,single_trivia_train_170
9,1,0,B,Which country is the island of Zanzibar part of?,single_trivia_train_171
5,1,0,B,What is Africa's largest country?,single_trivia_train_172
16,2,1,B,Who was the woman sentenced to six years in jail after the murder of Stompei Seipi?,single_trivia_train_173
10,2,0,B,In which country are the towns of Gweru and Kwekwe?,single_trivia_train_174
9,3,1,B,Which African country is sandwiched between Ghana and Benin?,single_trivia_train_175
11,1,0,B,The Zambesi and which other river define the borders of Matabeleland?,single_trivia_train_176
6,1,0,B,In which mountains are Camp David?,single_trivia_train_177
14,0,0,B,"""Which song say, """"The words of the prophet are written on the subway walls?""""""",single_trivia_train_178
14,2,0,B,Who sang the title song for the Bond film A View To A Kill?,single_trivia_train_179
11,2,0,B,In which country did General Jaruzelski impose marital law in 1981?,single_trivia_train_180
10,2,0,B,Who won the Oscar for directing It Happened One Night?,single_trivia_train_181
14,3,0,B,"If it is 8 a. m. in California, what time is it in Missouri?",single_trivia_train_182
11,2,0,B,In which decade of the 20th century was Ted Danson born?,single_trivia_train_183
7,1,0,B,Hellenikon international airport is in which country?,single_trivia_train_184
9,2,1,B,Who had a 60s No 1 with Lightnin' Strikes?,single_trivia_train_185
6,1,0,B,In which year was CNN founded?,single_trivia_train_186
11,4,1,B,Who was President Reagan's Secretary for Defense from 1987 to 1989?,single_trivia_train_187
8,1,0,B,In basketball where do the Celtics come from?,single_trivia_train_188
11,1,0,B,Which Disney film had the theme tune A Whole New World?,single_trivia_train_189
11,3,0,B,What does MG sand for in Booker T & The MG's?,single_trivia_train_190
9,1,0,B,Florence Ballard was a member of which girl group?,single_trivia_train_191
9,3,1,B,"Who was born first, Susan Sarandon or Glenn Close?",single_trivia_train_192
7,1,0,B,Who wrote the novel The Go Between?,single_trivia_train_193
10,0,0,B,In which musical do the sweeps sing Chim Chim Cheree?,single_trivia_train_194
11,3,1,B,Who had a big 60s No 1 with Tossin' and Turnin'?,single_trivia_train_195
9,1,0,B,Sam Phillips was owner of which legendary recording studio?,single_trivia_train_196
5,1,0,B,Which actor played Maxwell Smart?,single_trivia_train_197
15,0,1,B,On a computer keyboard which letter on the same line is between C and B?,single_trivia_train_198
11,2,0,B,Lunar 10's Lunar Excursion Module was named after which famous character?,single_trivia_train_199
14,1,1,B,Where was the peace treaty signed that brought World War I to an end?,single_trivia_train_200
14,2,0,B,Which Welsh singer was invited to sing at the White House on Millennium Eve?,single_trivia_train_201
12,2,0,B,Which company was responsible for the oil spill in Alaska in 1989?,single_trivia_train_202
10,0,0,B,Vehicles from which country use the international registration letter C?,single_trivia_train_203
5,0,0,B,What date is Father's Day?,single_trivia_train_204
12,2,0,B,In which decade of the 20th century was the FBI set up?,single_trivia_train_205
11,2,0,B,In which decade of the 20th century was Dan Aykroyd born?,single_trivia_train_206
9,3,0,B,Which American wrote The Game of Chess in 1959?,single_trivia_train_207
7,1,0,B,Which company first manufactured the electric toothbrush?,single_trivia_train_208
17,3,0,B,Who lived under the pseudonym of Harriet Brown in New York form the 40s to the 90s?,single_trivia_train_209
7,0,0,B,Which actor bought the island of Tetiaroa?,single_trivia_train_210
17,2,1,B,"Between 1952 and 1954 did the number of TV stations in the USA double, triple or quadruple?",single_trivia_train_211
6,3,0,B,What was Wham!'s first No 1?,single_trivia_train_212
9,1,0,B,Which musical featured the song You'll Never Walk Alone?,single_trivia_train_213
8,3,0,B,In which year was Bloody Sunday in Londonderry?,single_trivia_train_214
11,1,0,B,The first untethered space walk took place from which space craft?,single_trivia_train_215
12,1,0,B,What was the main color of a Storm trooper in Star Wars?,single_trivia_train_216
7,1,0,B,Luxor international airport is in which country?,single_trivia_train_217
13,2,0,B,Which country did Albert Einstein move to as the Nazis rose to power?,single_trivia_train_218
16,2,0,B,In the 90s how many points have been awarded for finishing first in a Grand Prix?,single_trivia_train_219
6,1,0,B,Which lawyer made Raymond Burr famous?,single_trivia_train_220
8,1,0,B,Which broadcasting company did Edward J Noble found?,single_trivia_train_221
10,2,0,B,In which decade did the Jackson 5 sign to Motown?,single_trivia_train_222
8,2,0,B,In which state is Harrah's Auto Collection situated?,single_trivia_train_223
8,1,0,B,What was the name of Gene Autry's horse?,single_trivia_train_224
12,2,0,B,Which city has a sports team of Steelers and team of Pirates?,single_trivia_train_225
14,2,0,B,What went with Blood and Sweat in the name of the 60s rock band?,single_trivia_train_226
8,0,0,B,Which musical featured the song I Feel Pretty?,single_trivia_train_227
15,1,0,B,"""Who said, """"Being No 1 tennis player in the world doesn't necessarily mean you're intelligent?""""""",single_trivia_train_228
7,2,0,B,Who produced the first Jetliner in 1957?,single_trivia_train_229
11,2,0,B,In which decade of the 20th century was James Caan born?,single_trivia_train_230
9,1,0,B,In which country is the deepwater port of Trondheim?,single_trivia_train_231
6,1,0,B,In which state is Camp David?,single_trivia_train_232
8,1,0,B,What was the Statue of Liberty originally called?,single_trivia_train_233
10,2,0,B,Who sang the Bond theme form From Russia With Love?,single_trivia_train_234
14,2,0,B,Which company was responsible for the oil spill in New York harbor in 1990?,single_trivia_train_235
11,2,1,B,Who had an 80s No 1 with Don't You Want Me?,single_trivia_train_236
12,1,0,B,Which star of Hannah And Her Sisters has a child called Free?,single_trivia_train_237
12,2,1,B,Who had 70s hits with Have You Seen Her and Oh Girl?,single_trivia_train_238
12,1,0,B,In which decade of the 20th century was Father's Day first celebrated?,single_trivia_train_239
9,2,0,B,Will Rogers airport was built in which US state?,single_trivia_train_240
11,2,0,B,In which decade of the 20th century was Andy Williams born?,single_trivia_train_241
16,3,0,B,What book was Mark David Chapman carrying with him when he killed John Lennon on 12/8/80?,single_trivia_train_242
18,3,0,B,What writer worked as a Pinkerton detective on cases involving movie comic Fatty Arbuckle and gambler Nick Arnstein?,single_trivia_train_243
21,1,0,B,What writer was expelled from West Point for showing up for a public parade wearing only a white belt and gloves?,single_trivia_train_244
22,4,0,B,What Frenchman wrote about two fantastic space odysseys--one to the moon and one to the sun--more than 200 years before Jules Verne?,single_trivia_train_245
17,3,0,B,"""What kind of tree was Betty Smith referring to in her book """"A Tree Grows in Brooklyn""""?""",single_trivia_train_246
12,3,0,B,"""What couple live next door to Dagwood and Blondie Bumstead in """"Blondie""""?""",single_trivia_train_247
7,0,1,B,Who was the Lone Ranger's great grand-nephew?,single_trivia_train_248
21,1,1,B,"""Psychologist William Moulton Marston, inventor of the polygraph, or lie detector, also created a famous comic book heroine,. Who was she?""""""",single_trivia_train_249
19,3,0,B,"""""""Last night I dreamt I went to Manderley again,"""" was the first line of what Daphne du Maurier novel?""",single_trivia_train_250
11,2,0,B,"""What is the actual title of Leonardo da Vinci's """"Mona Lisa""""?""",single_trivia_train_251
14,3,0,B,"In Henry Wadsworth Longfellow's famous poem, Hiawatha, what was the name of Hiawatha's wife?",single_trivia_train_252
25,4,0,B,What famous American writer worked as an entertainer aboard a Swedish ocean liner cruising the Caribbean before being drafted to serve in World War II?,single_trivia_train_253
31,1,0,B,What did famed architect Frank Lloyd Wright reply when an important client called to complain that water on the roof of his newly completed house was leaking onto a dinner guest?,single_trivia_train_254
17,3,0,B,What were the first names of L'il Abner Yokum's parents in the popular Al Capp comic strip?,single_trivia_train_255
14,4,0,B,What were the first names of Robert Louis Stevenson's Dr. Jekyll and Mr. Hyde?,single_trivia_train_256
18,2,0,B,"""In what unusual way did writer Nathan Weinstein follow publisher Horace Greeley's advice to """"Go west, young man""""?""",single_trivia_train_257
21,1,0,B,What was the name of the she-ape that rescued the infant Tarzan and raised him to be Lord of the Apes?,single_trivia_train_258
16,0,0,B,In what best-selling book did an author offer acknowledgement to a friend who later killed him?,single_trivia_train_259
9,2,0,B,What was the title of Mac West's 1959 autobiography?,single_trivia_train_260
20,5,0,B,How many copies did Doubleday run off the presses in its first printing of Bill Cosby's 1987 book Time Flies?,single_trivia_train_261
17,1,0,B,"""What words did Lewis Carroll combine to come up with the term """"chortle"""" in Through a Looking-Glass?""",single_trivia_train_262
24,0,0,B,"""What literary animals """"dined on mince, and slices of quince, which they ate with a runcible spoon""""? And just what is a runcible spoon?""",single_trivia_train_263
16,4,0,B,"""Who wrote, """"Oh, East is East, and West is West, and never the twain shall meet""""?""",single_trivia_train_264
11,2,1,B,Who was the subject of the 1968 biography Always on Sunday?,single_trivia_train_265
12,1,1,B,Where did mystery writer Agatha Christie acquire her extensive knowledge of poisons?,single_trivia_train_266
18,2,0,B,"""Shakespeare wrote that """"brevity is the soul of wit."""" What did noted wit Dorothy Parker say it was?""",single_trivia_train_267
23,3,0,B,"""""""The temperature hit ninety degrees the day she arrived"""" was the opening line of one of the best-selling novel ever. What was it?""",single_trivia_train_268
11,2,0,B,What is the native country of Agatha Chrisitie's detective Hercule Poirot?,single_trivia_train_269
10,1,0,B,What was the hometown of Sgt. Snorkel in Beetle Bailey?,single_trivia_train_270
26,2,1,B,"Most of us are familiar with the faces of Dr. B. H. McKeeby and Nan Wood, but who are they and where have we seen them?",single_trivia_train_271
18,2,0,B,The Last Of The Really Great Whangdoodles and Mandy are children's books written by what well-known Oscar-winning actress?,single_trivia_train_272
12,2,0,B,By what pseudonym is writer Frederick Dannay Manfred Bennington Lee better known?,single_trivia_train_273
11,0,0,B,"""What play opens with """"Now is the winter of our discontent""""?""",single_trivia_train_274
33,2,0,B,"""What is the origin of the expression """"Cowabunga!""""--the war cry of the Teenage Mutant Ninja Turtles? A :It was the greeting exchanged by Buffalo Bob Smith and Chief Thunderthud on the """"Howdy Doody""""""",single_trivia_train_275
15,2,0,B,How many times did Ernest Hemingway revise the last page of A Farewell To Arms?,single_trivia_train_276
21,4,0,B,"What is the name of the elementary school attended by Lucy, Linus and Charlie Brown in Charles Schulz's Peanuts comic strip?",single_trivia_train_277
10,1,0,B,How many syllables are there in a Japanese haiku poem?,single_trivia_train_278
17,3,0,B,"In the original L. Frank Baum story The Wonderful Wizard of Oz, what color were Dorothy's slippers?",single_trivia_train_279
9,1,0,B,What was art-world guru Andy Warhol's name at birth?,single_trivia_train_280
18,2,0,B,What phrase did French impressionist artist Paul Cezanne teach his pet parrot to say over and over again?,single_trivia_train_281
15,2,0,B,"What was the maiden name of Blondie Bumstead, the comic-strip wife of hapless Dagwood Bumstead?",single_trivia_train_282
8,1,0,B,Whose autobiography is entitled The Wheel of Fortune?,single_trivia_train_283
18,4,0,B,What famous comic strip character was inspired by the 1936 Henry Fonda film Trail of the Lonesome Pine?,single_trivia_train_284
25,3,0,B,What was the original name of the orphan created in 1924 by cartoonist Harold Gray in the comic strip we know as Little Orphan Annie?,single_trivia_train_285
27,4,0,B,"What Pulitzer Prize-winning novelist worked as a hod carrier, wheeling 100-pound barrows of concrete along scaffolding, during construction of New York's Madison Square Garden in the 1920s?",single_trivia_train_286
13,1,0,B,In what play does the title character have a son named Swiss Cheese?,single_trivia_train_287
8,1,0,B,How many grandchildren did artist Grandma Moses have?,single_trivia_train_288
20,1,0,B,"In the early James Bond books, Agent 007 packed a Walther PPK. What weapon replaced it in his later appearances?",single_trivia_train_289
11,0,0,B,"""Who said """"Nothing is so much to be feared as fear?""",single_trivia_train_290
13,1,0,B,What was the name of Elizabeth Barrett Browning's pet golden cocker spaniel ?,single_trivia_train_291
19,4,0,B,"What famous novel provided the basic story line for Francis Ford Coppola's 1979 Vietnam war film epic, Apocalypse Now?",single_trivia_train_292
14,1,0,B,"""What famous British poet and playwright had an m--for """"murderer""""--branded on his left thumb?""",single_trivia_train_293
14,2,0,B,What famous character in literature was inspired by an Augustinian monk named Alonso Quizado.,single_trivia_train_294
16,2,0,B,The title of what poetic drama by Robert Browning was used to name a Kentucky town?,single_trivia_train_295
14,2,0,B,What were the names of the brothers Karamozov in the novel by Feodor Dostoevsky?,single_trivia_train_296
14,3,0,B,What exotic city was featured in National Geographic magazine's first photo story in 1905?,single_trivia_train_297
8,2,0,B,What was mystery writer Dashiell Hammett's first name?,single_trivia_train_298
18,2,0,B,How many exclamation points did author Tom Wolfe use in his blockbuster bestseller The Bonfire of the Vanities?,single_trivia_train_299
14,3,0,B,Why was Clark Kent -- alias Superman--rejected for military service during World War II?,single_trivia_train_300
22,3,0,B,"What is the native language of English playwright Tom Stoppard, author of Rosencrantz and Guildenstern Are Dead, Travesties and The Real Thing?",single_trivia_train_301
17,3,0,B,What was Captain Queeg's first name and rank in the 1951 novel--and later movie-- The Caine Mutiny?,single_trivia_train_302
11,2,0,B,Under what name did Italian artist Jocopo Robusti gain world renown?,single_trivia_train_303
18,3,0,B,What title did Russian author Leo Tolstoy originally give to the novel we know as War and Peace?,single_trivia_train_304
15,4,0,B,What famous character in English literature made his debut in Beeton's Christmas Annual in 1887?,single_trivia_train_305
12,1,0,B,How much time did Jonah spend in the belly of the whale?,single_trivia_train_306
10,2,0,B,What kind of wood was used to make Noah's Ark?,single_trivia_train_307
19,3,0,B,For what event in February 1964 did evangelist Billy Graham break his strict rule against watching TV on Sunday?,single_trivia_train_308
7,0,0,B,How old was Moses when he died?,single_trivia_train_309
17,3,0,B,"How tall was Goliath, the Philistine giant slain by David with a stone hurled from a sling?",single_trivia_train_310
20,2,0,B,What biblical Babylonian king cast Daniel into the lion's den for praying to God in defiance of a royal decree?,single_trivia_train_311
8,1,0,B,What is the longest name in the Bible?,single_trivia_train_312
15,3,0,B,"In the Bible, which of the four horsemen of the Apocalypse rides a red horse?",single_trivia_train_313
10,1,0,B,How many books of the Bible are named for women?,single_trivia_train_314
17,2,0,B,"""In the Bible, for what """"price"""" did Esau sell his birthright to his younger twin brother, Jacob?""",single_trivia_train_315
16,2,0,B,What did the lords of the philistines offer Delilah for revealing the secret of Samson's strength?,single_trivia_train_316
8,1,1,B,"In the Old Testament, who was Jezebel's husband?",single_trivia_train_317
8,1,0,B,What bird is named for the apostle Peter?,single_trivia_train_318
12,1,1,B,Who is the only woman whose age is mentioned in the Bible?,single_trivia_train_319
8,1,0,B,Why is the egg a symbol of Easter?,single_trivia_train_320
22,4,0,B,What is the most common name in the Bible--shared by 32 people in the Old Testament and one in the New Testament?,single_trivia_train_321
18,3,0,B,"According to the Bible, what weapons was the Philistine giant Goliath carrying when he was slain by David?",single_trivia_train_322
6,0,0,B,What does the word Amen mean?,single_trivia_train_323
23,4,0,B,How wide and deep was the moat dug around the famous 21-foot-high wall that protected the biblical city of Jericho in 7000 B.C.?,single_trivia_train_324
9,1,0,B,In what language was the New Testament originally written?,single_trivia_train_325
16,2,0,B,How many of the 150 psalms in the Bible's Book of Psalms are attributed to Moses?,single_trivia_train_326
13,1,0,B,"According to the Bible, on what day did God divide land and water?",single_trivia_train_327
24,6,0,B,"What was the playing time of the Bible when the American Foundation for the Blind recorded the entire 774,000-word King James version in 1944?",single_trivia_train_328
10,1,0,B,"According to the Bible, how many pearly gates are there?",single_trivia_train_329
13,0,0,B,What was the total population of the world at the time of Christ?,single_trivia_train_330
15,4,0,B,"According to the Bible, in what city were the disciples of Jesus first called Christians?",single_trivia_train_331
9,1,0,B,What were the names of the three wise men?,single_trivia_train_332
12,1,0,B,How high were the walls of Jericho before they came tumbling down?,single_trivia_train_333
8,2,0,B,How many decks were there on Noah's Ark?,single_trivia_train_334
7,1,1,B,Who were the parents of King Solomon?,single_trivia_train_335
9,2,0,B,What was the first imprisonment recorded in the Bible?,single_trivia_train_336
9,1,0,B,What is the name of Dr. Seuss's egg-hatching elephant?,single_trivia_train_337
7,1,1,B,Who was Clark Kent's high school sweetheart?,single_trivia_train_338
8,0,0,B,What novel contains the longest sentence in literature?,single_trivia_train_339
10,1,0,B,"""What famous book begins: """"Chug, chug, chug. Puff, puff, puff""""?""",single_trivia_train_340
14,2,0,B,What was the first published Sherlock Holmes story written by Sir Arthur Conan Doyle?,single_trivia_train_341
10,2,0,B,"To whom did Herman Melville dedicate his novel, Moby Dick?",single_trivia_train_342
11,1,0,B,What was the name of the girlfriend of Felix the Cat?,single_trivia_train_343
18,3,0,B,"""Under what assumed name did Oscar Wilde live out the last three years of his life, in """"France?""",single_trivia_train_344
7,2,0,B,What was Scarlett O'Hara's real first name?,single_trivia_train_345
8,1,1,B,Who was the first writer to incorporate himself?,single_trivia_train_346
11,1,0,B,How many years did Robinson Crusoe spend shipwrecked on his island?,single_trivia_train_347
11,1,0,B,George G. Moppet was the father of what comic strip character?,single_trivia_train_348
28,3,0,B,"""What one word was intentionally left out of the movie version of Mario Puzo's novel, """"The Godfather"""". even though this word was the working title of the book?""",single_trivia_train_349
21,2,0,B,Ernest Hemingway once wrote that a man must do four things in his life to demonstrate his manhood. What were they?,single_trivia_train_350
14,2,0,B,"In the comic strips, what was the name of Mandrake the Magician's giant partner?",single_trivia_train_351
12,2,1,B,"Where did Samuel Clemens get the idea for his pseudonym, Mark Twain?",single_trivia_train_352
13,2,0,B,What was the name of the pig leader in George Orwell's Animal Farm?,single_trivia_train_353
10,1,0,B,Tess Trueheart is the wife of what comic strip character?,single_trivia_train_354
20,3,0,B,"In the Little Orphan Annie comic strip, what was the name of Daddy Warbucks's Giant bodyguard who wore a turban?",single_trivia_train_355
36,1,0,B,The Terror of the Monster was an early title for a best-selling novel which inspired one of the highest-grossing movies of the mid-70's. Under what name did it eventually terrify the reading and film going public?,single_trivia_train_356
15,3,0,B,Who wrote the story upon which Alfred Hitchcock based his 1963 suspense film The Birds?,single_trivia_train_357
17,2,0,B,"Where will you find a 24-foot long, 3,500-pound aluminum lipstick tube mounted on a caterpillar tractor tread?",single_trivia_train_358
13,1,0,B,In the TV series what was Jim Rockford's rate of pay per day?,single_trivia_train_359
11,2,1,B,Who was British Prime Minister when World War II broke out?,single_trivia_train_360
6,1,0,B,Who succeeded Theodore Roosevelt as President?,single_trivia_train_361
9,3,1,B,"Who was born first, James Caan or Michael Douglas?",single_trivia_train_362
9,1,0,B,In which country is the deepwater ort of Brindisi?,single_trivia_train_363
13,2,0,B,The word anchorman was credited by Sig Michelson about which CBS News Legend?,single_trivia_train_364
14,3,0,B,"If it is 9 a.m. in Washington state, what time is it in Arkansas?",single_trivia_train_365
7,1,0,B,Who wrote The Picture Of Dorian Gray?,single_trivia_train_366
13,1,0,B,Who sang the title song for the Bond film You Only Live Twice?,single_trivia_train_367
14,1,1,B,Who had a big 90s No 1 with This Is How We Do It?,single_trivia_train_368
11,1,0,B,"Which national park, famous for aboriginal rock paintings, is near Darwin?",single_trivia_train_369
13,3,0,B,In TV's All In The Family what was Mike and Gloria's son called?,single_trivia_train_370
7,3,0,B,"Who sang with Crosby, Stills and Young?",single_trivia_train_371
7,1,0,B,In which John Logie Baird invent television?,single_trivia_train_372
12,2,0,B,Who sang the title song for the Bond film License To Kill?,single_trivia_train_373
8,2,0,B,Who became director of the FBI in 1987?,single_trivia_train_374
9,1,0,B,Black or White came from which Michael Jackson album?,single_trivia_train_375
11,0,0,B,"On a computer keyboard, which letter is between G ad J?",single_trivia_train_376
9,1,0,B,In which town or city was General Motors founded?,single_trivia_train_377
11,2,0,B,In which decade of the 20th century was Emilio Estevez born?,single_trivia_train_378
20,5,0,B,How old was Sean Connery when he played 46-year old Harrison Ford's father in Indiana Jones & The Last Crusade?,single_trivia_train_379
13,3,0,B,Which Oscar nominated actress appeared in the short lived sitcom Sibs in 1991?,single_trivia_train_380
10,2,0,B,In which country was the Russian Revolutionary Leon Trotsky murdered?,single_trivia_train_381
12,2,0,B,Which duo had a 60s No 1 with A World Without Love?,single_trivia_train_382
8,2,0,B,In which US state was Tennessee Williams born?,single_trivia_train_383
9,3,1,B,Who was Israeli Prime Minister from 1969 to 1974?,single_trivia_train_384
9,2,0,B,Bob Gaudio and Nick Massi sang with which group?,single_trivia_train_385
7,1,0,B,In which country was Angelica Huston born?,single_trivia_train_386
17,2,0,B,How would John F. Kennedy have been had he lived to the end of the 20th century?,single_trivia_train_387
11,2,0,B,What was the original name of Michael Jackson's ranch Never Land?,single_trivia_train_388
7,1,0,B,Carrasco international airport is in which country?,single_trivia_train_389
10,1,0,B,Vehicles from which country use the international registration letter RA?,single_trivia_train_390
5,1,0,B,Which record company signed Fabian?,single_trivia_train_391
17,2,0,B,Ron Bower and John Williams set a speed record for going round the world in a what?,single_trivia_train_392
9,2,0,B,What was the profession of New Yorker Garry Winogrand?,single_trivia_train_393
11,1,0,B,In 1903 which state celebrated its centenary of joining the Union?,single_trivia_train_394
7,1,0,B,Amelia Earhart was born in which state?,single_trivia_train_395
10,2,1,B,Who was Theodore Roosevelt's Vice President between 1901 and 1905?,single_trivia_train_396
11,3,0,B,What was Phil Collins' last UK No 1 of the 80s?,single_trivia_train_397
6,2,0,B,What was Al Pacino's first movie?,single_trivia_train_398
17,0,0,B,Who discovered the layer of electrically charged particles in the upper atmosphere which now bears his name?,single_trivia_train_399
13,4,0,B,To whom did the Virgin Mary allegedly appear in 1858 in Lourdes France?,single_squad_train_0
10,1,0,B,What is in front of the Notre Dame Main Building?,single_squad_train_1
14,2,0,B,The Basilica of the Sacred heart at Notre Dame is beside to which structure?,single_squad_train_2
11,2,0,B,What sits on top of the Main Building at Notre Dame?,single_squad_train_3
10,2,0,B,When did the Scholastic Magazine of Notre dame begin publishing?,single_squad_train_4
8,2,0,B,How often is Notre Dame's the Juggler published?,single_squad_train_5
10,2,0,B,What is the daily student paper at Notre Dame called?,single_squad_train_6
10,1,0,B,How many student news papers are found at Notre Dame?,single_squad_train_7
11,1,1,B,Where is the headquarters of the Congregation of the Holy Cross?,single_squad_train_8
12,1,0,B,What is the primary seminary of the Congregation of the Holy Cross?,single_squad_train_9
8,1,0,B,What is the oldest structure at Notre Dame?,single_squad_train_10
9,2,0,B,What individuals live at Fatima House at Notre Dame?,single_squad_train_11
6,1,0,B,Which prize did Frederick Buechner create?,single_squad_train_12
15,2,0,B,How many BS level degrees are offered in the College of Engineering at Notre Dame?,single_squad_train_13
12,3,0,B,In what year was the College of Engineering at Notre Dame formed?,single_squad_train_14
18,2,0,B,Before the creation of the College of Engineering similar studies were carried out at which Notre Dame college?,single_squad_train_15
10,1,0,B,How many departments are within the Stinson-Remick Hall of Engineering?,single_squad_train_16
17,2,0,B,The College of Science began to offer civil engineering courses beginning at what time at Notre Dame?,single_squad_train_17
15,1,0,B,What entity provides help with the management of time for new students at Notre Dame?,single_squad_train_18
9,1,0,B,How many colleges for undergraduates are at Notre Dame?,single_squad_train_19
13,3,0,B,What was created at Notre Dame in 1962 to assist first year students?,single_squad_train_20
13,2,0,B,"Which organization declared the First Year of Studies program at Notre Dame ""outstanding?""",single_squad_train_21
13,4,0,B,The granting of Doctorate degrees first occurred in what year at Notre Dame?,single_squad_train_22
7,1,0,B,What type of degree is an M.Div.?,single_squad_train_23
11,1,0,B,Which program at Notre Dame offers a Master of Education degree?,single_squad_train_24
15,2,0,B,Which department at Notre Dame is the only one to not offer a PhD program?,single_squad_train_25
11,1,0,B,What institute at Notre Dame studies  the reasons for violent conflict?,single_squad_train_26
9,2,0,B,What is the title of Notre Dame's Theodore Hesburgh?,single_squad_train_27
14,2,0,B,In what year was the Joan B. Kroc Institute for International Peace Studies founded?,single_squad_train_28
7,1,0,B,To whom was John B. Kroc married?,single_squad_train_29
6,1,0,B,What company did Ray Kroc own?,single_squad_train_30
11,1,0,B,How many stories tall is the main library at Notre Dame?,single_squad_train_31
11,1,0,B,What is the name of the main library at Notre Dame?,single_squad_train_32
13,3,0,B,In what year was the Theodore M. Hesburgh Library at Notre Dame finished?,single_squad_train_33
11,1,0,B,Which artist created the mural on the Theodore M. Hesburgh Library?,single_squad_train_34
16,2,0,B,What is a common name to reference the mural created by Millard Sheets at Notre Dame?,single_squad_train_35
11,2,0,B,How many incoming students did Notre Dame admit in fall 2015?,single_squad_train_36
12,2,0,B,What percentage of students were admitted to Notre Dame in fall 2015?,single_squad_train_37
16,2,1,B,Where does Notre Dame rank in terms of academic profile among research universities in the US?,single_squad_train_38
13,2,0,B,What percentage of students at Notre Dame participated in the Early Action program?,single_squad_train_39
