question,label,pca_x,pca_y,predicted_label,correct,embedding_norm
Why was Clark Kent -- alias Superman--rejected for military service during World War II?,B,-0.035201944,0.022540312,B,True,1.0
"What is the native language of English playwright Tom Stoppard, author of Rosencrantz and Guildenstern Are Dead, Travesties and The Real Thing?",B,-0.1026017,0.23743607,C,False,1.0
What was Captain Queeg's first name and rank in the 1951 novel--and later movie-- The Caine Mutiny?,B,-0.16947074,0.13127588,B,True,1.0
Under what name did Italian artist Jocopo Robusti gain world renown?,B,-0.09909004,0.08688456,B,True,0.99999994
What title did Russian author Leo Tolstoy originally give to the novel we know as War and Peace?,B,-0.013568736,0.0950449,B,True,1.0
What famous character in English literature made his debut in Beeton's Christmas Annual in 1887?,B,-0.07716802,0.031259622,B,True,1.0
How much time did Jonah spend in the belly of the whale?,B,0.018949173,0.0948098,B,True,0.99999994
What kind of wood was used to make Noah's Ark?,B,0.20277256,0.07301824,B,True,1.0
For what event in February 1964 did evangelist Billy Graham break his strict rule against watching TV on Sunday?,B,0.035844527,0.010530217,B,True,0.99999994
How old was Moses when he died?,B,0.003484047,0.008271511,B,True,1.0
"How tall was Goliath, the Philistine giant slain by David with a stone hurled from a sling?",B,0.07346615,0.09648963,B,True,1.0
What biblical Babylonian king cast Daniel into the lion's den for praying to God in defiance of a royal decree?,B,0.074019656,0.037735097,B,True,1.0
What is the longest name in the Bible?,B,0.12739243,0.056497633,B,True,1.0
"In the Bible, which of the four horsemen of the Apocalypse rides a red horse?",B,0.07122216,0.05905882,B,True,1.0
How many books of the Bible are named for women?,B,0.15555337,-0.029401928,B,True,0.99999994
"""In the Bible, for what """"price"""" did Esau sell his birthright to his younger twin brother, Jacob?""",B,0.018061714,0.117454655,B,True,0.99999994
What did the lords of the philistines offer Delilah for revealing the secret of Samson's strength?,B,0.012769381,-0.048318245,B,True,1.0
"In the Old Testament, who was Jezebel's husband?",B,-0.0015535575,0.084991045,B,True,0.99999994
What bird is named for the apostle Peter?,B,0.11086885,0.04794966,B,True,1.0
Who is the only woman whose age is mentioned in the Bible?,B,0.029933404,-0.016531188,B,True,1.0
Why is the egg a symbol of Easter?,B,0.15830705,0.105445236,B,True,1.0
What is the most common name in the Bible--shared by 32 people in the Old Testament and one in the New Testament?,B,0.14918499,0.03599642,B,True,1.0
"According to the Bible, what weapons was the Philistine giant Goliath carrying when he was slain by David?",B,0.11383044,0.06518884,B,True,1.0
What does the word Amen mean?,B,0.18089749,-0.036828544,B,True,0.99999994
How wide and deep was the moat dug around the famous 21-foot-high wall that protected the biblical city of Jericho in 7000 B.C.?,B,0.232588,0.06164781,B,True,0.99999994
In what language was the New Testament originally written?,B,0.110739745,0.059911985,B,True,0.99999994
How many of the 150 psalms in the Bible's Book of Psalms are attributed to Moses?,B,0.18791804,-0.06445034,B,True,0.99999994
"According to the Bible, on what day did God divide land and water?",B,0.1825718,-0.013102528,B,True,1.0
"What was the playing time of the Bible when the American Foundation for the Blind recorded the entire 774,000-word King James version in 1944?",B,0.042661846,-0.08713025,B,True,1.0
"According to the Bible, how many pearly gates are there?",B,0.2543479,0.042438164,B,True,0.99999994
What was the total population of the world at the time of Christ?,B,0.13975951,0.041875392,B,True,0.99999994
"According to the Bible, in what city were the disciples of Jesus first called Christians?",B,0.17075081,0.058558665,B,True,0.99999994
What were the names of the three wise men?,B,0.032776818,0.19597834,B,True,0.99999994
How high were the walls of Jericho before they came tumbling down?,B,0.18157886,-0.0011396917,B,True,0.99999994
How many decks were there on Noah's Ark?,B,0.20490196,-0.021361394,B,True,1.0
Who were the parents of King Solomon?,B,-0.02247899,0.13629137,B,True,0.99999994
What was the first imprisonment recorded in the Bible?,B,0.11240605,-0.014927953,B,True,1.0
What is the name of Dr. Seuss's egg-hatching elephant?,B,-0.065488435,0.088241376,B,True,1.0
Who was Clark Kent's high school sweetheart?,B,0.033710953,-0.040536534,B,True,0.99999994
What novel contains the longest sentence in literature?,B,-0.019671112,0.10272119,B,True,1.0
"""What famous book begins: """"Chug, chug, chug. Puff, puff, puff""""?""",B,-0.0030597232,-0.018185662,B,True,1.0
What was the first published Sherlock Holmes story written by Sir Arthur Conan Doyle?,B,0.048441015,0.18956012,B,True,1.0
"To whom did Herman Melville dedicate his novel, Moby Dick?",B,-0.033741195,0.13199481,B,True,1.0
What was the name of the girlfriend of Felix the Cat?,B,-0.09819908,-0.01971083,B,True,0.99999994
"""Under what assumed name did Oscar Wilde live out the last three years of his life, in """"France?""",B,-0.0018901888,0.14926672,B,True,1.0
What was Scarlett O'Hara's real first name?,B,-0.14320277,0.029129041,B,True,1.0
Who was the first writer to incorporate himself?,B,-0.09360544,0.08289896,C,False,1.0
How many years did Robinson Crusoe spend shipwrecked on his island?,B,-0.013909657,0.11456538,B,True,1.0
George G. Moppet was the father of what comic strip character?,B,-0.07144502,0.019890685,B,True,0.99999994
"""What one word was intentionally left out of the movie version of Mario Puzo's novel, """"The Godfather"""". even though this word was the working title of the book?""",B,-0.1628099,0.052923787,B,True,1.0
Ernest Hemingway once wrote that a man must do four things in his life to demonstrate his manhood. What were they?,B,0.016663332,0.082007915,B,True,0.99999994
"In the comic strips, what was the name of Mandrake the Magician's giant partner?",B,-0.13353762,0.010214568,B,True,1.0
"Where did Samuel Clemens get the idea for his pseudonym, Mark Twain?",B,0.022616886,0.14194626,C,False,1.0
What was the name of the pig leader in George Orwell's Animal Farm?,B,0.031302374,0.22742453,B,True,1.0
Tess Trueheart is the wife of what comic strip character?,B,-0.14291278,-0.018433986,B,True,1.0
"In the Little Orphan Annie comic strip, what was the name of Daddy Warbucks's Giant bodyguard who wore a turban?",B,-0.20300177,-0.019809738,B,True,0.99999994
The Terror of the Monster was an early title for a best-selling novel which inspired one of the highest-grossing movies of the mid-70's. Under what name did it eventually terrify the reading and film going public?,B,-0.1679837,0.016294938,B,True,1.0
Who wrote the story upon which Alfred Hitchcock based his 1963 suspense film The Birds?,B,-0.17827941,0.16752583,B,True,1.0
"Where will you find a 24-foot long, 3,500-pound aluminum lipstick tube mounted on a caterpillar tractor tread?",B,0.14634575,-0.031105915,B,True,1.0
In the TV series what was Jim Rockford's rate of pay per day?,B,-0.035829224,0.020276474,B,True,1.0
Who was British Prime Minister when World War II broke out?,B,-0.062658265,0.10725394,B,True,1.0
Who succeeded Theodore Roosevelt as President?,B,0.20323755,0.116564,B,True,1.0
"Who was born first, James Caan or Michael Douglas?",B,-0.14918913,0.110590264,C,False,0.99999994
In which country is the deepwater ort of Brindisi?,B,0.16260265,0.21150994,C,False,1.0
The word anchorman was credited by Sig Michelson about which CBS News Legend?,B,0.031305537,0.048142627,B,True,0.99999994
"If it is 9 a.m. in Washington state, what time is it in Arkansas?",B,0.16711941,-0.009284773,B,True,1.0
Who wrote The Picture Of Dorian Gray?,B,-0.1430284,0.04973594,B,True,1.0
Who sang the title song for the Bond film You Only Live Twice?,B,-0.27629,-0.24890149,B,True,1.0
Who had a big 90s No 1 with This Is How We Do It?,B,-0.02887405,-0.26639715,B,True,0.99999994
"Which national park, famous for aboriginal rock paintings, is near Darwin?",B,0.17372932,0.009198387,B,True,0.99999994
In TV's All In The Family what was Mike and Gloria's son called?,B,-0.12175584,-0.06972774,B,True,0.9999999
"Who sang with Crosby, Stills and Young?",B,-0.22032097,-0.3246851,B,True,0.99999994
In which John Logie Baird invent television?,B,0.019017767,0.12074595,B,True,0.99999994
Who sang the title song for the Bond film License To Kill?,B,-0.29780132,-0.17927887,B,True,1.0
Who became director of the FBI in 1987?,B,-0.21609785,0.117547184,C,False,0.99999994
Black or White came from which Michael Jackson album?,B,-0.09622676,-0.33106208,B,True,0.99999994
"On a computer keyboard, which letter is between G ad J?",B,0.15046161,-0.03423479,B,True,1.0
In which town or city was General Motors founded?,B,0.104166985,0.079648525,B,True,1.0
In which decade of the 20th century was Emilio Estevez born?,B,-0.10949306,0.15205264,B,True,1.0
How old was Sean Connery when he played 46-year old Harrison Ford's father in Indiana Jones & The Last Crusade?,B,-0.18694775,0.10419244,C,False,0.99999994
Which Oscar nominated actress appeared in the short lived sitcom Sibs in 1991?,B,-0.18298697,-0.07839832,B,True,0.9999999
In which country was the Russian Revolutionary Leon Trotsky murdered?,B,-0.026217854,0.060703408,B,True,0.99999994
Which duo had a 60s No 1 with A World Without Love?,B,-0.21744262,-0.32262963,B,True,1.0
In which US state was Tennessee Williams born?,B,-0.001109569,-0.045231096,B,True,0.99999994
Who was Israeli Prime Minister from 1969 to 1974?,B,-0.049692165,0.044316992,B,True,1.0
Bob Gaudio and Nick Massi sang with which group?,B,-0.12459676,-0.3245742,B,True,1.0
In which country was Angelica Huston born?,B,-0.10212721,0.033894494,B,True,0.99999994
How would John F. Kennedy have been had he lived to the end of the 20th century?,B,0.027526239,0.14202577,B,True,1.0
What was the original name of Michael Jackson's ranch Never Land?,B,-0.14918724,-0.10091181,B,True,0.99999994
Carrasco international airport is in which country?,B,0.11918805,0.06570249,B,True,1.0
Vehicles from which country use the international registration letter RA?,B,0.09871062,0.056916878,B,True,1.0
Which record company signed Fabian?,B,-0.03997872,-0.26185516,C,False,1.0
Ron Bower and John Williams set a speed record for going round the world in a what?,B,-0.090779796,-0.14520043,B,True,1.0
What was the profession of New Yorker Garry Winogrand?,B,0.01071574,0.1804819,C,False,1.0
In 1903 which state celebrated its centenary of joining the Union?,B,0.26657167,0.09936471,C,False,1.0
Amelia Earhart was born in which state?,B,-0.030888766,0.019963967,C,False,0.99999994
Who was Theodore Roosevelt's Vice President between 1901 and 1905?,B,0.22360438,0.15898268,B,True,1.0
What was Phil Collins' last UK No 1 of the 80s?,B,-0.1201112,-0.23838677,C,False,1.0
What was Al Pacino's first movie?,B,-0.30739582,-0.0033826279,B,True,0.99999994
Who discovered the layer of electrically charged particles in the upper atmosphere which now bears his name?,B,0.068800904,0.08323216,B,True,1.0
To whom did the Virgin Mary allegedly appear in 1858 in Lourdes France?,B,0.15930983,0.06648021,B,True,0.99999994
What is in front of the Notre Dame Main Building?,B,0.5237953,0.1322061,B,True,1.0
The Basilica of the Sacred heart at Notre Dame is beside to which structure?,B,0.4853981,0.06037947,B,True,1.0
What sits on top of the Main Building at Notre Dame?,B,0.5519458,0.110240035,B,True,0.99999994
When did the Scholastic Magazine of Notre dame begin publishing?,B,0.42844203,-0.018983893,B,True,0.99999994
How often is Notre Dame's the Juggler published?,B,0.33846033,-0.07075346,B,True,0.9999999
What is the daily student paper at Notre Dame called?,B,0.49691537,0.044063892,B,True,1.0000001
How many student news papers are found at Notre Dame?,B,0.4687041,0.033855714,B,True,1.0
Where is the headquarters of the Congregation of the Holy Cross?,B,0.33882514,0.0554852,C,False,1.0
What is the primary seminary of the Congregation of the Holy Cross?,B,0.3756985,0.03655574,C,False,1.0
What is the oldest structure at Notre Dame?,B,0.5626473,0.14507623,B,True,1.0
What individuals live at Fatima House at Notre Dame?,B,0.3104693,0.14344737,B,True,1.0
Which prize did Frederick Buechner create?,B,0.18428618,0.06421647,B,True,0.99999994
How many BS level degrees are offered in the College of Engineering at Notre Dame?,B,0.46415037,-0.00061967404,B,True,1.0
In what year was the College of Engineering at Notre Dame formed?,B,0.544888,-0.012689647,B,True,1.0
Before the creation of the College of Engineering similar studies were carried out at which Notre Dame college?,B,0.5231796,0.071386375,B,True,0.9999999
How many departments are within the Stinson-Remick Hall of Engineering?,B,0.35760543,0.094974786,B,True,1.0
The College of Science began to offer civil engineering courses beginning at what time at Notre Dame?,B,0.5005566,0.060547467,B,True,0.99999994
What entity provides help with the management of time for new students at Notre Dame?,B,0.41360477,0.033546247,B,True,0.99999994
How many colleges for undergraduates are at Notre Dame?,B,0.5185547,0.01838634,B,True,1.0
What was created at Notre Dame in 1962 to assist first year students?,B,0.5492249,0.05666719,B,True,0.99999994
"Which organization declared the First Year of Studies program at Notre Dame ""outstanding?""",B,0.5626968,-0.018662611,B,True,1.0
The granting of Doctorate degrees first occurred in what year at Notre Dame?,B,0.44314212,0.019872826,B,True,1.0
What type of degree is an M.Div.?,B,0.2284217,0.043016665,B,True,1.0
Which program at Notre Dame offers a Master of Education degree?,B,0.46562636,0.010900553,B,True,1.0
Which department at Notre Dame is the only one to not offer a PhD program?,B,0.4554201,0.0017948603,B,True,0.99999994
What institute at Notre Dame studies  the reasons for violent conflict?,B,0.3714078,0.19125974,B,True,1.0
What is the title of Notre Dame's Theodore Hesburgh?,B,0.38272136,0.014311921,B,True,0.99999994
In what year was the Joan B. Kroc Institute for International Peace Studies founded?,B,0.23783529,0.07378405,C,False,1.0
To whom was John B. Kroc married?,B,-0.059089847,0.060123023,C,False,1.0
What company did Ray Kroc own?,B,-0.09345028,0.011155683,C,False,1.0
How many stories tall is the main library at Notre Dame?,B,0.5032103,0.09617226,B,True,1.0
What is the name of the main library at Notre Dame?,B,0.5317997,0.09330302,B,True,1.0
In what year was the Theodore M. Hesburgh Library at Notre Dame finished?,B,0.5063376,0.036218986,B,True,0.99999994
Which artist created the mural on the Theodore M. Hesburgh Library?,B,0.27125916,0.0011293108,B,True,1.0
What is a common name to reference the mural created by Millard Sheets at Notre Dame?,B,0.3844027,0.099292286,B,True,1.0
How many incoming students did Notre Dame admit in fall 2015?,B,0.52014786,-0.1176588,B,True,1.0
What percentage of students were admitted to Notre Dame in fall 2015?,B,0.5082892,-0.090030365,B,True,1.0
Where does Notre Dame rank in terms of academic profile among research universities in the US?,B,0.49969196,-0.02632709,B,True,0.99999994
What percentage of students at Notre Dame participated in the Early Action program?,B,0.39409497,-0.017993521,B,True,0.99999994
How many miles does the average student at Notre Dame travel to study there?,B,0.53206927,0.044085424,B,True,1.0
Where did U.S. News & World Report rank Notre Dame in its 2015-2016 university rankings?,B,0.4935936,-0.091668606,B,True,1.0
Forbes.com placed Notre Dame at what position compared to other US research universities?,B,0.46435452,-0.011632613,B,True,0.99999994
The undergrad school at the Mendoza College of Business was ranked where according to BusinessWeek?,B,0.33137688,-0.007962982,B,True,1.0
In 2014 what entity named Notre Dame 10th best of all American universities?,B,0.52809614,-0.0300303,B,True,0.99999994
What percentage of Notre Dame students decide to study abroad?,B,0.43486103,0.057778493,B,True,0.99999994
What person was the Director of the Science Museum at Notre Dame in the late 19th century?,B,0.2949474,0.24498364,B,True,1.0
What was the lifespan of John Augustine Zahm?,B,0.03094539,0.16382156,C,False,1.0
What program did John Augustine Zahm come to co-direct at Nore Dame?,B,0.2202982,0.12894186,B,True,1.0
In what year did Albert Zahm begin comparing aeronatical models at Notre Dame?,B,0.30147672,0.083726384,B,True,1.0
Which professor sent the first wireless message in the USA?,B,0.23501797,0.093154654,B,True,0.99999994
In what year did Jerome Green send his first wireless message?,B,0.13933177,-0.09343483,B,True,1.0
Which individual worked on projects at Notre Dame that eventually created neoprene?,B,0.2651314,0.09329861,B,True,1.0
What did the brother of John Zahm construct at Notre Dame?,B,0.39133564,0.17751656,B,True,1.0
Work on a germ-free-life ended up in the creation of which Notre Dame institute?,B,0.46324056,0.10925382,B,True,1.0
Around what time did Lobund of Notre Dame become independent?,B,0.45011562,0.057065528,B,True,0.99999994
In what year did Lobund at Notre Dame become an Institute?,B,0.46457413,0.10446059,B,True,1.0
The Lobund Institute was merged into the Department of Biology at Notre Dame in what year?,B,0.4392623,0.09363952,B,True,1.0
When did study of a germ-free-life begin at Notre Dame?,B,0.4236985,0.10545428,B,True,1.0
Gurian created what in 1939 at Notre Dame?,B,0.32071498,0.17847764,B,True,1.0
What was the Review of Politics inspired by?,B,0.101031266,0.12705766,B,True,1.0
Over how many years did Gurian edit the Review of Politics at Notre Dame?,B,0.28131378,0.13677089,B,True,1.0
Thomas Stritch was an editor of which publican from Notre Dame?,B,0.26311076,0.14077836,B,True,1.0
Who was the president of Notre Dame in 2012?,B,0.43763477,0.06834785,B,True,1.0
The Kellogg Institute for International Studies is part of which university?,B,0.22780381,0.10351059,B,True,0.99999994
What does the Kroc Institute at Notre Dame focus on?,B,0.46552384,0.09681266,B,True,1.0
In what year did Notre Dame begin to host the Global Adaptation Index?,B,0.4129366,0.062408023,B,True,1.0
What threat does the Global Adaptation Index study?,B,0.08046041,0.09756096,B,True,1.0
How many undergrads were attending Notre Dame in 2014?,B,0.5072839,-0.07137248,B,True,1.0
How many teams participate in the Notre Dame Bookstore Basketball tournament?,B,0.43702298,-0.06334284,B,True,1.0
How many students in total were at Notre Dame in 2014?,B,0.5472513,-0.05324995,B,True,0.99999994
What percentage of undergrads live on the Notre Dame campus?,B,0.4866066,-0.012679675,B,True,1.0
How many student housing areas are reserved for Notre Dame's graduate students?,B,0.53647625,0.040937614,B,True,1.0
How many dorms for males are on the Notre Dame campus?,B,0.49859285,0.026568422,B,True,1.0
There are how many dorms for females at Notre Dame?,B,0.49433327,-0.0023632674,B,True,0.99999994
What is Congregation of Holy Cross in Latin?,B,0.33553958,0.042056773,B,True,1.0
What percentage of Notre Dame students feel they are Christian?,B,0.418928,-0.04662213,B,True,1.0
How often is Catholic mass held at Notre Dame in a week?,B,0.5037558,0.030885601,B,True,1.0
How many chapels are on the Notre Dame campus?,B,0.56222916,0.01417277,B,True,0.99999994
What amount of the student body of Notre Dame identifies as Catholic?,B,0.49761835,0.045177054,B,True,1.0
What was the music hall at Notre Dame called?,B,0.43633756,-0.11612292,B,True,1.0
In what year was the Main Building at Notre Dame razed in a fire?,B,0.49041662,0.091987185,B,True,1.0
Who was the president of Notre Dame in 1879?,B,0.513798,0.11226691,B,True,1.0
On what date was the rebuilding of The Main Building begun at Notre Dame after the fire that claimed the previous?,B,0.46904656,0.09106624,B,True,0.99999994
What type of education was pushed at Notre Dame before its embracing of national standards?,B,0.53726816,0.03569448,B,True,1.0
Which college did Notre Dame add in 1921?,B,0.545914,0.006869548,B,True,0.99999994
"In 1919 a new president of Notre Dame was named, who was it?",B,0.47174793,0.1352603,B,True,1.0
Over how many years did the change to national standards undertaken at Notre Dame in the early 20th century take place?,B,0.51406705,0.07701073,B,True,1.0
"The Notre Dame football team got a new head coach in 1918, who was it?",B,0.30603975,0.083740704,B,True,1.0
What was the amount of wins Knute Rockne attained at Notre Dame while head coach?,B,0.38528088,-0.05000136,B,True,1.0
In what year did the team lead by Knute Rockne win the Rose Bowl?,B,0.25645757,-0.18351912,B,True,1.0
How many years was Knute Rockne head coach at Notre Dame?,B,0.3248104,0.019713013,B,True,0.99999994
How many national titles were won when Knute Rockne coached at Notre Dame?,B,0.36674768,-0.070513934,B,True,1.0
"Catholic people identified with Notre Dame, what religious group did people feel Yale represented?",B,0.4065361,0.058175884,B,True,0.99999994
Notre Dame students had a showdown in 1924 with which anti-catholic group?,B,0.45630854,0.0011409586,B,True,1.0
Which college president of Notre Dame is credited with preventing more confrontations between students and the KKK?,B,0.42405632,0.05559872,B,True,1.0
What type of event did the Klan intend to have at Notre Dame in March of 1924?,B,0.3783773,-0.008649366,B,True,0.99999994
Which person became vice-president of Notre Dame in 1933?,B,0.42609745,0.1251148,B,True,1.0
Who was the president of Notre Dame in 1934?,B,0.4280583,0.13943827,B,True,0.99999994
Irvin Abell was given what award by Notre Dame?,B,0.34832743,0.032563828,B,True,0.99999994
Which year was the Laetare Medal first given out at Notre Dame?,B,0.47842902,0.014921034,B,True,0.99999994
For whos glory did Father O'Hara believed that the Notre Dame football team played?,B,0.34319064,0.036023308,B,True,0.99999994
Around the time that Rev. Cavanaugh became president of Notre Dame by how much did the undergrad student body of Notre Dame increase?,B,0.43687138,0.05755009,B,True,1.0
Which institute involving animal life did Cavanaugh create at Notre Dame?,B,0.4026958,0.14854369,B,True,1.0
What is O'Shaughnessy Hall of Notre Dame formerly known as?,B,0.38307348,0.079171315,B,True,1.0
Which president did Notre Dame have in 1947?,B,0.49768487,0.096752346,B,True,1.0
What was the size of the Notre Dame endowment when Theodore Hesburgh became president?,B,0.46987048,0.07123109,B,True,1.0
How many faculty members were at Notre Dame when Hesburgh left the role of president?,B,0.41713145,0.065713115,B,True,1.0
What type of educational institute is Hesburgh given credit for creating at Notre Dame?,B,0.5136373,0.08811381,B,True,0.99999994
Which role did Charles Sheedy have at Notre Dame?,B,0.2783455,0.080794364,B,True,1.0
What title did Thomas Blantz have at Notre Dame?,B,0.3007749,0.07897031,B,True,1.0
In what year did Notre Dame have its earliest undergraduate that was female?,B,0.48470408,-0.025400909,B,True,1.0
With what institute did Notre Dame agree to an exchange program in the 1960s?,B,0.519875,0.0274872,B,True,0.99999994
During what years was Edward Malloy president of Notre Dame?,B,0.3629802,0.1425748,B,True,0.99999994
"What was the SAT score, on average, at Notre Dame when Edward Malloy became president?",B,0.41804537,0.05625854,B,True,1.0
When Malloy became president of Notre Dame what was the size of the endowment?,B,0.4434245,0.10713396,B,True,1.0
When Malloy reached the end of his time as president how much annuals funding for research did Notre Dame have?,B,0.4046172,0.09766236,B,True,1.0
The amount of professors at Notre Dame increased by what amount under Malloy?,B,0.4614125,0.07239098,B,True,1.0
When did John Jenkins become the president of Notre Dame?,B,0.3592842,0.095383786,B,True,1.0
Who was the Notre Dame president that preceded John Jenkins?,B,0.31834272,0.065398894,B,True,0.99999994
Which arena was constructed under Jenkins at Notre Dame?,B,0.47160918,0.015023082,B,True,1.0
How much money was spent on enhancing Notre Dame Stadium under John Jenkins?,B,0.3817362,-0.015623926,B,True,1.0
Which congregation is in charge of the Old College at Notre Dame?,B,0.50020474,0.010670652,B,True,1.0
What structure is found on the location of the original church of Father Sorin at Notre Dame?,B,0.44751832,0.14263728,B,True,0.99999994
In which architectural style is the Basilica of the Sacred Heart at Notre Dame made?,B,0.4445671,0.08137302,B,True,1.0
Which individual painted the inside of the Basilica of the Sacred Heart at Notre Dame?,B,0.34460428,0.078101054,B,True,1.0
In what year was the Grotto of Our Lady of Lourdes at Notre Dame constructed?,B,0.3984055,0.017714415,B,True,1.0
Which person oversaw the creation of a science hall at Notre Dame in 1883?,B,0.48283455,0.124137215,B,True,1.0
In what year did the student union building at Notre Dame get renamed to LaFortune Center?,B,0.51437885,0.050724614,B,True,1.0
After which individual was the LaFortune Center Notre Dame named?,B,0.50104666,0.083901584,B,True,1.0
How large in square feet is the LaFortune Center at Notre Dame?,B,0.48515445,0.07072861,B,True,1.0
How many halls are at Notre Dame that house students?,B,0.5187813,0.036273144,B,True,1.0
Which library was built at Notre Dame in 1963?,B,0.5412249,0.08358918,B,True,0.99999994
How many books are housed at the Theodore Hesburgh Library?,B,0.36753458,0.04966558,B,True,1.0
Construction for which hall started on March 8th 2007 at Notre Dame?,B,0.48553276,0.011298363,B,True,0.99999994
Which baseball stadium is found at Notre Dame?,B,0.5451033,0.035389,B,True,1.0
In what year did Notre Dame create the Office of Sustainability?,B,0.5046549,0.07787094,B,True,0.99999994
What percentage of the food served at Notre Dame is locally grown?,B,0.49304354,0.04816265,B,True,1.0
"Notre Dame got a ""B"" for its sustainability practices from which entity?",B,0.5201983,0.039844498,B,True,1.0
Gustavo Gutierrez is faculty of which institute?,B,0.2112605,0.10827255,B,True,1.0
In what year did Notre Dame first have a facility in England?,B,0.5762475,0.08344321,B,True,1.0
At which location is the London Center operated by Notre Dame found?,B,0.5082503,0.07397529,B,True,1.0
"Notre Dame has a center in Beijing, what is it referred to as?",B,0.4962282,0.08062435,B,True,0.99999994
In what year did the Suffolk Street location start to house a Notre Dame facility?,B,0.48262316,0.066955216,B,True,0.99999994
What was Notre Dame's first college?,B,0.529394,0.01390042,B,True,1.0
In what year was the The College of Arts and Letters at Notre Dame created?,B,0.48099008,0.05083249,B,True,1.0
On which university did Notre Dame base its curriculum on?,B,0.56467414,0.018696137,B,True,0.99999994
How many BA majors does the College of Arts and Letters at Notre Dame offer?,B,0.4331262,0.0030415067,B,True,1.0
Which president at Notre Dame created the College of Science?,B,0.5067151,0.12992357,B,True,0.99999994
In what year was the Notre Dame College of Science formed?,B,0.5446515,0.009355363,B,True,0.99999994
How many years long was a scientific course under Patrick Dillon at Notre Dame?,B,0.40806738,0.06333857,B,True,0.99999994
Which hall at Notre Dame contains the current College of Science?,B,0.5440635,0.028437728,B,True,1.0
In 1899 Notre Dame formed which college?,B,0.54747504,0.013690403,B,True,1.0
In what building is the current School of Architecture housed at Notre Dame?,B,0.5346305,0.090791754,B,True,1.0
In which location do students of the School of Architecture of Notre Dame spend their 3rd year?,B,0.53104424,0.11994842,B,True,0.99999994
Which prestigious prize does the School of Architecture at Notre Dame give out?,B,0.46243846,0.06545091,B,True,0.99999994
In what year did the opening of a theology library at Notre Dame occur?,B,0.50377566,0.010510717,B,True,1.0
Where is the theology library at Notre Dame?,B,0.51698387,0.032278776,B,True,1.0
How many books are held by the Notre Dame libraries?,B,0.4722796,0.025460027,B,True,0.99999994
Currently where does Notre Dame's library rank in the nation?,B,0.5375512,0.04207972,B,True,1.0
What caused many intellectual Catholics to leave europe in the 1930s?,B,0.21103878,0.11071343,B,True,0.99999994
From where did Anton-Hermann Chroust come to reach Notre Dame?,B,0.37674236,0.1371532,B,True,1.0
What field of study did Anton-Hermann Chroust specialize in?,B,0.1486053,0.18027174,B,True,1.0
Who did Waldemar Gurian receive his tutelage under while seeking his doctorate?,B,0.12569228,0.2194884,B,True,1.0
What was Ivan Meštrović known for being?,B,0.008609841,0.13893867,B,True,0.99999994
"The school known as Notre Dame is known by a more lengthy name, what is it?",B,0.5595423,0.06683365,B,True,1.0
What type of institution is the Notre Dame?,B,0.58459634,0.087456316,B,True,0.99999994
The French words Notre Dame du Lac translate to what in English?,B,0.34226415,0.09531083,B,True,1.0
Who is the patron saint of Notre Dame?,B,0.41464123,0.1355541,B,True,1.0
How large is Notre Dame in acres?,B,0.52896774,0.08449144,B,True,0.99999994
What caused Notre Dame to become notable in the early 20th century?,B,0.4789038,0.057101622,B,True,1.0
Which 20th century Notre Dame football coach is most notable?,B,0.37404156,0.076755464,B,True,1.0
Which athletic association are the student athletes at Notre Dame a part of?,B,0.544032,0.008821781,B,True,1.0
How many students at Notre Dame received the Heisman Trophy?,B,0.4722321,-0.09576044,B,True,0.99999994
Where among US universities does Notre Dame rank?,B,0.55386364,-0.015645523,B,True,0.99999994
How many individual colleges are part of Notre Dame?,B,0.5361315,0.043400332,B,True,0.99999994
Which prize does the Architecture School at Notre Dame give out?,B,0.44765553,0.049111113,B,True,1.0
How many doctorate and masters programs are available at Notre Dame?,B,0.450098,0.004385223,B,True,1.0
Which art museum does Notre Dame administer?,B,0.4196394,0.15445629,B,True,1.0
In what year was Father Edward Sorin given two years to create a college?,B,0.20319098,0.15266138,B,True,0.99999994
Which individual offered land to Father Edward Sorin?,B,0.10711605,0.20428799,B,True,1.0
Which church was Father Edward Sorin representing?,B,0.18203688,0.08886136,B,True,0.99999994
On what date did brothers from Holy Cross arrive at the future location of Notre Dame?,B,0.3640319,0.075883746,B,True,1.0
Which structure was the first used for the purposes of the college?,B,0.43634328,0.15804724,B,True,1.0
In what year did the initial degrees get handed out at Notre Dame?,B,0.53517646,-0.0044947667,B,True,1.0
In what year did the original Sorin built Main Building get replaced?,B,0.23453736,0.09852428,B,True,1.0
Which individual began a library at Notre Dame?,B,0.52651745,0.11593616,B,True,0.99999994
"In what year had the library at Notre Dame reach 10,000 books?",B,0.50203204,0.015519377,B,True,0.99999994
In what year was the library at Notre Dame started?,B,0.53847104,0.049944557,B,True,0.99999994
Which television station finds its home at Notre Dame?,B,0.47439748,-0.021371227,B,True,1.0
How many programs did NDtv feature in 2002?,B,0.080911376,-0.06965129,B,True,1.0
Which radio station provides radio to the students of Notre Dame at 88.9 FM?,B,0.49742097,-0.09584083,B,True,1.0
When was ground broke on the Eddy Street Commons Project of Notre Dame?,B,0.4226489,0.026376838,B,True,0.99999994
Who is the developer of Eddy Street Commons?,B,0.033485655,0.04083843,C,False,1.0
Which entity did Notre Dame hire to build a parking structure outside of Eddy Street Commons?,B,0.4472406,0.036723584,B,True,0.9999999
